file_tag,test_no,sample,bends,primary_position,frequency,temperature,material,stress_indicator,pressure,bend_to_break,break_location,prim_sec_amp,prim_sec_phi,prim_rec_amp,prim_rec_phi,sec_rec_amp,sec_rec_phi,sec_harm_db,rec_harm_db
20180416-0006,6,TU20180416-01,1.0,18.0,45,22.7,CS,M,1615,576.0,5.0,1.4695994112203221,-1.0306494023011368,3.052984159305607,2.4585251215873085,2.0774260904000212,-2.7940107832911414,-49.446947534281016,-23.480125228319014
20180416-0007,7,TU20180416-01,1.0,15.0,45,22.7,CS,M,1615,576.0,5.0,1.4334045850540782,-1.0290470608423135,2.987291374458829,2.4608680154674154,2.08405317354704,-2.7932702308698576,-49.646880858141174,-23.546194103657527
20180416-0007,7,TU20180416-01,1.0,15.0,45,22.7,CS,M,1615,576.0,5.0,1.433685563409657,-1.0292571003336581,2.9881695528640995,2.460737756442622,2.0842572661173326,-2.7931904504033067,-49.69833241395467,-23.535648452283912
20180416-0008,8,TU20180416-01,1.0,12.0,45,22.7,CS,M,1615,576.0,5.0,1.4139251798803185,-1.030075800337062,2.9771032754783398,2.4610248460318624,2.105559274169186,-2.7920846608106618,-49.66261969110295,-23.529239626359484
20180416-0008,8,TU20180416-01,1.0,12.0,45,22.7,CS,M,1615,576.0,5.0,1.4140348927126831,-1.0304264208962794,2.97648090953781,2.460435970738431,2.104955772221244,-2.7923229155448763,-49.63990713217924,-23.518307515634117
20180416-0009,9,TU20180416-01,1.0,9.0,45,22.7,CS,M,1615,576.0,5.0,1.4107592277620278,-1.0289717693875309,3.0397560234263055,2.455824518744175,2.15469511990962,-2.798389019047881,-49.69587809901681,-23.27327721556491
20180416-0009,9,TU20180416-01,1.0,9.0,45,22.7,CS,M,1615,576.0,5.0,1.410972624384425,-1.0292679305622823,3.039982106545485,2.4554768742018265,2.154529474214115,-2.798440502415478,-49.76588395678596,-23.26317952023093
20180416-0010,10,TU20180416-01,1.0,6.0,45,22.7,CS,M,1615,576.0,5.0,1.4283588333779793,-1.0270684092820364,3.216775724409475,2.430547465468794,2.2520781537801677,-2.825569432428756,-50.042726071843056,-22.84795250459625
20180416-0010,10,TU20180416-01,1.0,6.0,45,22.7,CS,M,1615,576.0,5.0,1.4281948287089041,-1.0271614257465078,3.2152507947306295,2.4305451808193843,2.2512690356379697,-2.825478700613694,-50.07691247758857,-22.85175813980313
20180416-0011,11,TU20180416-01,10.0,18.0,45,26.0,CS,M,1615,576.0,5.0,1.4550144764995387,-1.0304033902942107,3.009754561639382,2.4606806015764375,2.068539255279592,-2.7921013153089382,-49.79236478363638,-23.45237608242592
20180416-0011,11,TU20180416-01,10.0,18.0,45,26.0,CS,M,1615,576.0,5.0,1.4550222795552392,-1.0309754458942368,3.008142067537078,2.460222368720135,2.0674199356291543,-2.791987492565214,-49.67652635614911,-23.432341357660015
20180416-0012,12,TU20180416-01,10.0,15.0,45,26.0,CS,M,1615,576.0,5.0,1.4200429359401892,-1.0299030401403892,2.945556915516135,2.4611119428603985,2.074273137076609,-2.792170324178799,-49.569227510562655,-23.608854809900492
20180416-0012,12,TU20180416-01,10.0,15.0,45,26.0,CS,M,1615,576.0,5.0,1.4197272188388534,-1.0303338937812552,2.944430350306856,2.460740732433557,2.073940903038406,-2.792110680964775,-49.632862615635574,-23.5983491888115
20180416-0013,13,TU20180416-01,10.0,12.0,45,26.0,CS,M,1615,576.0,5.0,1.4032811027740186,-1.0325369403090896,2.9116114714945716,2.463366380364946,2.074859745306106,-2.787281986505551,-49.390472758547475,-23.665946988150772
20180416-0013,13,TU20180416-01,10.0,12.0,45,26.0,CS,M,1615,576.0,5.0,1.403331280257352,-1.0324456123014636,2.912161604835063,2.463361174335633,2.0751775762462956,-2.78737852054249,-49.668508720356655,-23.670923763317553
20180416-0014,14,TU20180416-01,10.0,9.0,45,26.0,CS,M,1615,576.0,5.0,1.4008383773659532,-1.031140079139,2.98256633964249,2.4577217641509086,2.129129518317964,-2.7943234638896777,-49.533827718104845,-23.391181477778574
20180416-0014,14,TU20180416-01,10.0,9.0,45,26.0,CS,M,1615,576.0,5.0,1.4006812600150662,-1.0312434506006347,2.9812860091658253,2.457567213120839,2.12845427026971,-2.794374643458113,-49.49558456510948,-23.391547695962508
20180416-0015,15,TU20180416-01,10.0,6.0,45,26.0,CS,M,1615,576.0,5.0,1.4156502392556591,-1.0275686396087336,3.1697949037323547,2.4314514048851947,2.2391087966749574,-2.8241652626856584,-49.95366949999732,-22.875346004506362
20180416-0015,15,TU20180416-01,10.0,6.0,45,26.0,CS,M,1615,576.0,5.0,1.4157520289956347,-1.0278651263982683,3.1703459064396067,2.4312182627532675,2.239337003591454,-2.8241019180280507,-49.99075062283254,-22.883117598932678
20180416-0016,16,TU20180416-01,50.0,18.0,45,21.2,CS,M,1615,576.0,5.0,1.4591584305486425,-1.028938476820089,3.005457958602577,2.4641012231546524,2.059720106933506,-2.790145607204845,-49.553656830768105,-23.294304884168888
20180416-0016,16,TU20180416-01,50.0,18.0,45,21.2,CS,M,1615,576.0,5.0,1.4589818491206823,-1.0291612423659842,3.0044730072097305,2.4638126487982444,2.059294301036373,-2.790211416015358,-49.63910254812119,-23.282015782099027
20180416-0017,17,TU20180416-01,50.0,15.0,45,21.2,CS,M,1615,576.0,5.0,1.419627114475306,-1.029704374144271,2.915488525421135,2.465357259320424,2.0537002257094104,-2.7881236737148916,-49.88945684660938,-23.33407801957433
20180416-0017,17,TU20180416-01,50.0,15.0,45,21.2,CS,M,1615,576.0,5.0,1.4197704674816514,-1.0298061098342612,2.9153451232484167,2.4649108761160807,2.0533918615870164,-2.7884683212292445,-49.74470021034232,-23.331043661947373
20180416-0018,18,TU20180416-01,50.0,12.0,45,21.2,CS,M,1615,576.0,5.0,1.4006566935987825,-1.032117932221871,2.88865803350527,2.4653943639866456,2.0623597821699513,-2.78567301097107,-49.5605062483014,-23.510500068188144
20180416-0018,18,TU20180416-01,50.0,12.0,45,21.2,CS,M,1615,576.0,5.0,1.400933604079632,-1.0323460199636296,2.889511655557746,2.465093448510919,2.062561456976443,-2.785745838705038,-49.67502131867454,-23.508526891981735
20180416-0019,19,TU20180416-01,50.0,9.0,45,21.2,CS,M,1615,576.0,5.0,1.396967066293016,-1.0314640785939604,2.9732502250778285,2.456762106206623,2.128361002072603,-2.794959122379003,-49.55362625995348,-23.44857188571606
20180416-0019,19,TU20180416-01,50.0,9.0,45,21.2,CS,M,1615,576.0,5.0,1.3969754249543611,-1.0315294626423859,2.972616425931253,2.456608851363592,2.12789457339836,-2.7950469931736084,-49.54595273768453,-23.440899740340306
20180416-0020,20,TU20180416-01,50.0,6.0,45,21.2,CS,M,1615,576.0,5.0,1.4123282347949975,-1.0283605015964346,3.148533152207782,2.432551580590821,2.229321112924432,-2.822273224992331,-49.860331326543196,-22.860003161522933
20180416-0020,20,TU20180416-01,50.0,6.0,45,21.2,CS,M,1615,576.0,5.0,1.4117523220298482,-1.028641704849004,3.146823992425742,2.4322342247307853,2.229019880697749,-2.822309377599797,-49.96548233568814,-22.851860929893803
20180416-0021,21,TU20180416-01,125.0,18.0,45,24.5,CS,M,1615,576.0,5.0,1.454198537632253,-1.0326580443151965,3.007907962100785,2.4579897931555057,2.0684300556362167,-2.7925374697088845,-49.660203271775664,-23.390747237258466
20180416-0021,21,TU20180416-01,125.0,18.0,45,24.5,CS,M,1615,576.0,5.0,1.45410001747981,-1.0327262120862597,3.0074725554188824,2.457814226626426,2.068270764917064,-2.7926448684669007,-49.75715135534527,-23.39008427331234
20180416-0022,22,TU20180416-01,125.0,15.0,45,24.5,CS,M,1615,576.0,5.0,1.4174647135314973,-1.032446200470234,2.93168332527876,2.4585742098593126,2.068258417505654,-2.79216489685004,-49.951762543386444,-23.4467371863188
20180416-0022,22,TU20180416-01,125.0,15.0,45,24.5,CS,M,1615,576.0,5.0,1.4174000886086482,-1.0325497448651055,2.930661797242388,2.458727942088006,2.06763201215769,-2.791907620226475,-49.744463170160564,-23.459105083416535
20180416-0023,23,TU20180416-01,125.0,12.0,45,24.5,CS,M,1615,576.0,5.0,1.401878720627576,-1.034599281953239,2.9091821946353575,2.459217866597773,2.0752024778099276,-2.7893681586285743,-49.78874218731288,-23.61832583078752
20180416-0023,23,TU20180416-01,125.0,12.0,45,24.5,CS,M,1615,576.0,5.0,1.4018269891048154,-1.0347304296371136,2.9092742272058567,2.4591473228335903,2.0753447107361462,-2.789307554708883,-49.74191118942069,-23.61974546362564
20180416-0024,24,TU20180416-01,125.0,9.0,45,24.5,CS,M,1615,576.0,5.0,1.399510513788648,-1.0336873776751483,2.975800151944999,2.4540893859054442,2.1263149670016697,-2.795408543598994,-49.68076867325509,-23.502197185819263
20180416-0024,24,TU20180416-01,125.0,9.0,45,24.5,CS,M,1615,576.0,5.0,1.3993951638735462,-1.0336104046008332,2.9748540318299184,2.4540748919275366,2.1258141435872044,-2.795500010651217,-49.56677494550449,-23.504081716404784
20180416-0025,25,TU20180416-01,125.0,6.0,45,24.5,CS,M,1615,576.0,5.0,1.4149709368663022,-1.031086129673145,3.1476096855004854,2.43060449252663,2.224504831506583,-2.8214946849798115,-50.16822313610067,-22.901654398609843
20180416-0025,25,TU20180416-01,125.0,6.0,45,24.5,CS,M,1615,576.0,5.0,1.4147220968304894,-1.0311850869792725,3.1462084884932455,2.430486860829106,2.2239056670860924,-2.8215133593712083,-50.06476367772606,-22.905472415969843
20180416-0026,26,TU20180416-01,225.0,18.0,45,24.5,CS,M,1615,576.0,5.0,1.452806328054432,-1.0318052024435749,3.0063778063758924,2.457621391846479,2.0693589698235764,-2.7937587128895327,-49.92002709225857,-23.384311157018892
20180416-0026,26,TU20180416-01,225.0,18.0,45,24.5,CS,M,1615,576.0,5.0,1.452882061750951,-1.0318268564029258,3.00608784606142,2.457547889195942,2.0690515253788817,-2.7938105615807185,-49.8810521414606,-23.37200952890686
20180416-0027,27,TU20180416-01,225.0,15.0,45,24.5,CS,M,1615,576.0,5.0,1.4233564009736455,-1.0335108007046439,2.9227172800241816,2.4597516536364212,2.053398065322852,-2.7899228528385214,-49.829197853322775,-23.38690527135741
20180416-0027,27,TU20180416-01,225.0,15.0,45,24.5,CS,M,1615,576.0,5.0,1.423438994341031,-1.0333615240165481,2.921693256282883,2.4596718220414444,2.0525595181094896,-2.790151961121594,-49.56616383593567,-23.37165514528669
20180416-0028,28,TU20180416-01,225.0,12.0,45,24.5,CS,M,1615,576.0,5.0,1.4093068870344094,-1.0361040577120684,2.898414850939089,2.4602579685956925,2.0566243432175333,-2.7868232808718254,-49.66147439693693,-23.523563568609713
20180416-0028,28,TU20180416-01,225.0,12.0,45,24.5,CS,M,1615,576.0,5.0,1.4094181774040433,-1.0362078710772462,2.898189197971475,2.4601228264997013,2.0563018445735857,-2.786854609602639,-49.90554047438965,-23.514019874024747
20180416-0029,29,TU20180416-01,225.0,9.0,45,24.5,CS,M,1615,576.0,5.0,1.407648925051904,-1.035271218579237,2.9616313145413096,2.455621515489772,2.1039559380419415,-2.7922925731105774,-49.47921511472465,-23.44897470550991
20180416-0029,29,TU20180416-01,225.0,9.0,45,24.5,CS,M,1615,576.0,5.0,1.4077907699082814,-1.0354240991492514,2.9614636538016166,2.455501113695037,2.10362485470377,-2.792260094335298,-49.4890627018366,-23.43925421485642
20180416-0030,30,TU20180416-01,225.0,6.0,45,24.5,CS,M,1615,576.0,5.0,1.4212945299335908,-1.0327555980142338,3.124619589027764,2.4332458631263134,2.1984321498611266,-2.8171838460390393,-50.1644309646904,-22.76546681399921
20180416-0030,30,TU20180416-01,225.0,6.0,45,24.5,CS,M,1615,576.0,5.0,1.421125400580499,-1.0329176321754114,3.124360169651196,2.4331665904053774,2.1985112421289235,-2.8171010845987974,-50.18176547313306,-22.765507292793355
20180416-0031,31,TU20180416-01,315.0,18.0,45,23.0,CS,M,1615,576.0,5.0,1.4571434180520428,-1.0294279205715455,3.013316945649137,2.4608082155476456,2.0679618137227953,-2.7929491710603953,-49.610079924975636,-23.394355182382156
20180416-0031,31,TU20180416-01,315.0,18.0,45,23.0,CS,M,1615,576.0,5.0,1.4570562357510448,-1.0298045334235533,3.0124789369380385,2.460418967360402,2.067510411075689,-2.7929618063956307,-49.47072790304313,-23.366665006998808
20180416-0032,32,TU20180416-01,315.0,15.0,45,23.0,CS,M,1615,576.0,5.0,1.4241572958063242,-1.0316505988010067,2.951569368458006,2.4589806833891097,2.0725023683475197,-2.79255402498947,-50.07200727102954,-23.545637683025063
20180416-0032,32,TU20180416-01,315.0,15.0,45,23.0,CS,M,1615,576.0,5.0,1.4243695718745457,-1.0317905827947247,2.9509906189769173,2.4588191897762477,2.0717871802703964,-2.7925755346086145,-50.13571390346635,-23.540659343701126
20180416-0033,33,TU20180416-01,315.0,12.0,45,23.0,CS,M,1615,576.0,5.0,1.4095543783816225,-1.0350267106473126,2.920784933348773,2.4581819540971988,2.072133560893385,-2.789976642435075,-49.68429361231977,-23.638936005398513
20180416-0033,33,TU20180416-01,315.0,12.0,45,23.0,CS,M,1615,576.0,5.0,1.409698910424327,-1.035252598508853,2.9204081294430067,2.4578463324492557,2.071653817597084,-2.7900863762214776,-49.6665645522209,-23.629373336780567
20180416-0034,34,TU20180416-01,315.0,9.0,45,23.0,CS,M,1615,576.0,5.0,1.4089694969595223,-1.0343497859167723,2.9841703957899237,2.455173917723334,2.1179808379312663,-2.7936616035394803,-49.709657889320766,-23.57031064440429
20180416-0034,34,TU20180416-01,315.0,9.0,45,23.0,CS,M,1615,576.0,5.0,1.4089762911106611,-1.0347166845181173,2.9845812706332335,2.4548542271936036,2.118262237245002,-2.793614395467866,-49.694585440462035,-23.548325688945088
20180416-0035,35,TU20180416-01,315.0,6.0,45,23.0,CS,M,1615,576.0,5.0,1.4243576684720374,-1.0332718973608512,3.1569424540230653,2.4291974932239873,2.216397274295324,-2.8207159165947484,-50.31616366542295,-22.888037917264207
20180416-0035,35,TU20180416-01,315.0,6.0,45,23.0,CS,M,1615,576.0,5.0,1.4242903301124443,-1.0335279283037972,3.15621767668061,2.428934795641058,2.21599319320762,-2.820722583234731,-50.156575086703164,-22.892981109754555
20180416-0036,36,TU20180416-01,375.0,18.0,45,21.8,CS,M,1615,576.0,5.0,1.4602780698768207,-1.0325954494877179,3.01456514822948,2.457865828668053,2.064377470575702,-2.7927240290238156,-49.40678835938502,-23.380443049388113
20180416-0036,36,TU20180416-01,375.0,18.0,45,21.8,CS,M,1615,576.0,5.0,1.4605636462055382,-1.0328053019549157,3.0154911742818036,2.457612069590403,2.0646078533557093,-2.792767935634268,-49.72486351306002,-23.362704216492524
20180416-0037,37,TU20180416-01,375.0,15.0,45,21.8,CS,M,1615,576.0,5.0,1.4272464780088236,-1.0336849899240734,2.956704518237461,2.4553312269419485,2.0716145135368706,-2.7941690903135643,-49.838219221363374,-23.544974197970475
20180416-0037,37,TU20180416-01,375.0,15.0,45,21.8,CS,M,1615,576.0,5.0,1.427169039013858,-1.0338498696415144,2.9553449112154717,2.4553205314486823,2.0707742603900297,-2.79401490608939,-49.86278724985404,-23.544886436347635
20180416-0038,38,TU20180416-01,375.0,12.0,45,21.8,CS,M,1615,576.0,5.0,1.412994731911768,-1.0361203195349153,2.930520476023242,2.4556831008089186,2.073978345310797,-2.7913818868357523,-49.71771424094253,-23.66277476573526
20180416-0038,38,TU20180416-01,375.0,12.0,45,21.8,CS,M,1615,576.0,5.0,1.4128837376921513,-1.0363154946709003,2.9301492014190282,2.45541601652343,2.073878496333482,-2.7914537959852566,-49.66040790839073,-23.662067872126457
20180416-0039,39,TU20180416-01,375.0,9.0,45,21.8,CS,M,1615,576.0,5.0,1.4121709309666541,-1.0357826757998456,2.975268350753647,2.45429719081924,2.106875510259248,-2.793105440560501,-49.73157800824347,-23.52433140144249
20180416-0039,39,TU20180416-01,375.0,9.0,45,21.8,CS,M,1615,576.0,5.0,1.4121048544898795,-1.0358627099030915,2.974442110845324,2.454222411103023,2.106388984775381,-2.793100186173472,-49.694450096295846,-23.52203541569418
20180416-0040,40,TU20180416-01,375.0,6.0,45,21.8,CS,M,1615,576.0,5.0,1.4266452655399569,-1.0339626188899858,3.161862534922129,2.4285987477594544,2.216292032291171,-2.820623940530146,-50.23726523741451,-22.944397829038166
20180416-0040,40,TU20180416-01,375.0,6.0,45,21.8,CS,M,1615,576.0,5.0,1.4266475548119848,-1.0342308249039152,3.161670965048298,2.4283775403299916,2.2161541961672304,-2.8205769419456796,-50.23946321708163,-22.93807043803801
20180416-0041,41,TU20180416-01,400.0,18.0,45,21.8,CS,M,1615,576.0,5.0,1.3945301662285137,-1.03986072897059,2.8809565050896544,2.448254921069209,2.0658975867701446,-2.7950696571397877,-49.46697942706365,-23.447464758341283
20180416-0041,41,TU20180416-01,400.0,18.0,45,21.8,CS,M,1615,576.0,5.0,1.3945523521905014,-1.0399984921486196,2.881025007238078,2.447975497774555,2.0659138416085208,-2.7952113172564124,-49.64231737810409,-23.437681139945887
20180416-0042,42,TU20180416-01,400.0,15.0,45,21.8,CS,M,1615,576.0,5.0,1.4033963536197285,-1.043107350855844,2.890069990854926,2.4472498050008467,2.059339817579456,-2.7928281513228956,-49.62115617586589,-23.52841079489009
20180416-0042,42,TU20180416-01,400.0,15.0,45,21.8,CS,M,1615,576.0,5.0,1.4033140345894357,-1.0433684328964898,2.8887654149449484,2.446931129365776,2.058530980052593,-2.792885744917321,-49.512627945659744,-23.52387031765867
20180416-0043,43,TU20180416-01,400.0,12.0,45,21.8,CS,M,1615,576.0,5.0,1.4065395352346595,-1.0423214380910906,2.90538079634682,2.4498752143236024,2.065623271557811,-2.7909886547648934,-49.583852238925495,-23.63325357832352
20180416-0043,43,TU20180416-01,400.0,12.0,45,21.8,CS,M,1615,576.0,5.0,1.4062946803838863,-1.0424198883404585,2.904222199558081,2.449782826849156,2.065159059526055,-2.790982591989972,-49.42001233595198,-23.629917501805373
20180416-0044,44,TU20180416-01,400.0,9.0,45,21.8,CS,M,1615,576.0,5.0,1.4113854513542246,-1.039411671120237,2.975358415384033,2.4488577058824754,2.1081118645010664,-2.794915930176874,-49.643612446161825,-23.479959793245314
20180416-0044,44,TU20180416-01,400.0,9.0,45,21.8,CS,M,1615,576.0,5.0,1.4112636657538233,-1.039711465535787,2.974236987196039,2.4486054181462498,2.107499157931879,-2.7948684234975496,-49.452945528326985,-23.489907279723035
20180416-0045,45,TU20180416-01,400.0,6.0,45,21.8,CS,M,1615,576.0,5.0,1.4275161606138818,-1.0357097820984846,3.1540878294767216,2.427367700714165,2.2094936060971477,-2.8201078243669366,-50.298674484323826,-22.887410474939788
20180416-0045,45,TU20180416-01,400.0,6.0,45,21.8,CS,M,1615,576.0,5.0,1.4275041819633683,-1.0357211694120345,3.1541119979467074,2.4272773633917666,2.2095290772518705,-2.8201867743757854,-50.19564304971375,-22.88219871505337
20180416-0046,46,TU20180416-01,425.0,18.0,45,20.9,CS,M,1615,576.0,5.0,1.4054667217900476,-1.0401506165126646,2.9122289205230554,2.4458760767361363,2.072072483376872,-2.797158613930786,-49.40171778233716,-23.50675328442894
20180416-0046,46,TU20180416-01,425.0,18.0,45,20.9,CS,M,1615,576.0,5.0,1.4056680722838397,-1.040275117703634,2.912490762010366,2.445721074248917,2.071961951357647,-2.797189115227036,-49.347532515046055,-23.49535814533319
20180416-0047,47,TU20180416-01,425.0,15.0,45,20.9,CS,M,1615,576.0,5.0,1.4133153165954557,-1.0440998950256428,2.9079251879729813,2.4456825432831075,2.0575204654102954,-2.793402868870836,-49.377861829968,-23.498857789935776
20180416-0047,47,TU20180416-01,425.0,15.0,45,20.9,CS,M,1615,576.0,5.0,1.413557345550008,-1.0441808523835614,2.907978517942482,2.4454594796032874,2.0572059047317977,-2.793544975192738,-49.5856519076074,-23.48596753795283
20180416-0048,48,TU20180416-01,425.0,12.0,45,20.9,CS,M,1615,576.0,5.0,1.4132137443141597,-1.0424377402146274,2.891046459195414,2.453248017846771,2.045724838742249,-2.7874995491181878,-49.53096997668712,-23.4360896136439
20180416-0048,48,TU20180416-01,425.0,12.0,45,20.9,CS,M,1615,576.0,5.0,1.412972397381717,-1.0425998988106886,2.8899083762121656,2.4531748878562416,2.0452688117384734,-2.7874105205126565,-49.452428215469666,-23.440838247849914
20180416-0049,49,TU20180416-01,425.0,9.0,45,20.9,CS,M,1615,576.0,5.0,1.4154905544995817,-1.038530822857953,2.9694278224102684,2.4520144126642984,2.097808291952927,-2.792640071657335,-49.4686631326161,-23.452992894907165
20180416-0049,49,TU20180416-01,425.0,9.0,45,20.9,CS,M,1615,576.0,5.0,1.415436135474322,-1.0386839092749485,2.968978822379397,2.451773577432624,2.0975717292850327,-2.792727820472014,-49.3570058006157,-23.45473049838781
20180416-0050,50,TU20180416-01,425.0,6.0,45,20.9,CS,M,1615,576.0,5.0,1.4302473631607784,-1.0352522468863092,3.159904885852071,2.428464306971185,2.209341521783219,-2.819468753322093,-50.217141233178886,-22.916086987360362
20180416-0050,50,TU20180416-01,425.0,6.0,45,20.9,CS,M,1615,576.0,5.0,1.4302304671306285,-1.0351939579430482,3.1589374964561823,2.4285367478339426,2.2086912347726293,-2.8194546014025956,-49.945149366198116,-22.906300017371706
20180416-0051,51,TU20180416-01,450.0,18.0,45,20.7,CS,M,1615,576.0,5.0,1.4045657541549121,-1.0402819795680525,2.915520015063095,2.445192372547855,2.075744767689628,-2.797710955063679,-49.25781678355669,-23.50991686067183
20180416-0051,51,TU20180416-01,450.0,18.0,45,20.7,CS,M,1615,576.0,5.0,1.4047496209903223,-1.0403040265551717,2.916105113288363,2.4450395914241967,2.0758895889450844,-2.797841689200218,-49.4912850355053,-23.51931290270607
20180416-0052,52,TU20180416-01,450.0,15.0,45,20.7,CS,M,1615,576.0,5.0,1.4132521122552761,-1.0438791944261012,2.9096395585914565,2.446211285835804,2.0588255509119575,-2.7930948269176814,-49.36795230053116,-23.51286782911737
20180416-0052,52,TU20180416-01,450.0,15.0,45,20.7,CS,M,1615,576.0,5.0,1.4134451681360896,-1.043907524159239,2.9102034239306427,2.4460683545144897,2.0589432752940318,-2.793209428505858,-49.530409056521634,-23.510002656380134
20180416-0053,53,TU20180416-01,450.0,12.0,45,20.7,CS,M,1615,576.0,5.0,1.4138362510635274,-1.0421365915048062,2.909897052622996,2.4514813871165333,2.0581570535018394,-2.7895673285582467,-49.37027404673404,-23.530490659399362
20180416-0053,53,TU20180416-01,450.0,12.0,45,20.7,CS,M,1615,576.0,5.0,1.4138632235577706,-1.0423489827027654,2.909768375792032,2.4513427838826263,2.058026778905844,-2.789493540594195,-49.449040061028654,-23.527247622025413
20180416-0054,54,TU20180416-01,450.0,9.0,45,20.7,CS,M,1615,576.0,5.0,1.4162940386244607,-1.038855598742189,2.9690467599148835,2.4515013664918626,2.096349118858464,-2.792828341945535,-49.49677175575508,-23.45715047546512
20180416-0054,54,TU20180416-01,450.0,9.0,45,20.7,CS,M,1615,576.0,5.0,1.4161443512778857,-1.039039618647266,2.9682235161530013,2.4513650221012266,2.0959893767005924,-2.792780666431094,-49.502784034095164,-23.4643049882551
20180416-0055,55,TU20180416-01,450.0,6.0,45,20.7,CS,M,1615,576.0,5.0,1.4310659779861987,-1.035702716670215,3.160907015706097,2.4270974610963787,2.2087779769274767,-2.8203851294129927,-50.23372766667745,-22.904157679433148
20180416-0055,55,TU20180416-01,450.0,6.0,45,20.7,CS,M,1615,576.0,5.0,1.4312061776335971,-1.0357100333920324,3.1617897199539575,2.427240920106624,2.2091783625345744,-2.82023435368093,-50.32515307393632,-22.903331310113536
20180416-0056,56,TU20180416-01,470.0,18.0,45,28.0,CS,M,1615,576.0,5.0,1.417993248856239,-1.0417544331895132,2.947002066894566,2.4427233984912937,2.078290618993873,-2.7987074754987797,-49.54317017628779,-23.525313717047602
20180416-0056,56,TU20180416-01,470.0,18.0,45,28.0,CS,M,1615,576.0,5.0,1.417680934902793,-1.0417907818523893,2.9455862307718985,2.4425948377943785,2.077749766010552,-2.798799687532819,-49.33510157427078,-23.52566112852459
20180416-0057,57,TU20180416-01,470.0,15.0,45,28.0,CS,M,1615,576.0,5.0,1.4233768282230688,-1.044068936008025,2.930481583569287,2.4453866546750316,2.058823443984033,-2.79372971649653,-49.639359817045545,-23.55481421603885
20180416-0057,57,TU20180416-01,470.0,15.0,45,28.0,CS,M,1615,576.0,5.0,1.42312500260324,-1.0441281277816112,2.9296948373964296,2.445159015778027,2.058634928089457,-2.7938981636199482,-49.63550749026343,-23.550050508596584
20180416-0058,58,TU20180416-01,470.0,12.0,45,28.0,CS,M,1615,576.0,5.0,1.4206391486487342,-1.0424981345130075,2.933097756081805,2.448816772738307,2.0646324993026357,-2.7918703999282717,-49.50567869938019,-23.657345635888248
20180416-0058,58,TU20180416-01,470.0,12.0,45,28.0,CS,M,1615,576.0,5.0,1.4206482872678485,-1.0425228730986043,2.932819922974737,2.448832850109583,2.064423650286487,-2.791829583971399,-49.59947497011521,-23.657521220947185
