file_tag,test_no,sample,bends,primary_position,frequency,temperature,material,stress_indicator,pressure,bend_to_break,break_location,prim_sec_amp,prim_sec_phi,prim_rec_amp,prim_rec_phi,sec_rec_amp,sec_rec_phi,sec_harm_db,rec_harm_db
20180416-0006,6,TU20180416-01,1.0,18.0,45,22.7,CS,M,1615,576.0,5.0,0.00519956072510049,0.5401262441465905,0.010804132157830914,-2.2535713906881227,2.0778932546502973,-2.793697634834713,-49.56558025310418,-23.487499163031863
20180416-0006,6,TU20180416-01,1.0,18.0,45,22.7,CS,M,1615,576.0,5.0,0.005199634930968265,0.5401469244937599,0.010801857266148785,-2.2538638587973816,2.0774260904000212,-2.7940107832911414,-49.446947534281016,-23.480125228319014
20180416-0007,7,TU20180416-01,1.0,15.0,45,22.7,CS,M,1615,576.0,5.0,0.005071572592661386,0.5417492659525832,0.01056942695661015,-2.2515209649172743,2.08405317354704,-2.7932702308698576,-49.646880858141174,-23.546194103657527
20180416-0007,7,TU20180416-01,1.0,15.0,45,22.7,CS,M,1615,576.0,5.0,0.005072566695064662,0.5415392264612384,0.010572533992053303,-2.2516512239420683,2.0842572661173326,-2.7931904504033067,-49.69833241395467,-23.535648452283912
20180416-0008,8,TU20180416-01,1.0,12.0,45,22.7,CS,M,1615,576.0,5.0,0.005002653626460143,0.5407205264578346,0.010533383738649265,-2.2513641343528272,2.105559274169186,-2.7920846608106618,-49.66261969110295,-23.529239626359484
20180416-0008,8,TU20180416-01,1.0,12.0,45,22.7,CS,M,1615,576.0,5.0,0.005003039790280028,0.540369905898617,0.01053117748520251,-2.251953009646259,2.104955772221244,-2.7923229155448763,-49.63990713217924,-23.518307515634117
20180416-0009,9,TU20180416-01,1.0,9.0,45,22.7,CS,M,1615,576.0,5.0,0.004991452616486748,0.5418245574073658,0.0107550585940041,-2.256564461640515,2.15469511990962,-2.798389019047881,-49.69587809901681,-23.27327721556491
20180416-0009,9,TU20180416-01,1.0,9.0,45,22.7,CS,M,1615,576.0,5.0,0.004992203784353528,0.5415283962326143,0.01075585019467292,-2.2569121061828636,2.154529474214115,-2.798440502415478,-49.76588395678596,-23.26317952023093
20180416-0010,10,TU20180416-01,1.0,6.0,45,22.7,CS,M,1615,576.0,5.0,0.005053716627185238,0.5437279175128601,0.011381364811479467,-2.281841514915896,2.2520781537801677,-2.825569432428756,-50.042726071843056,-22.84795250459625
20180416-0010,10,TU20180416-01,1.0,6.0,45,22.7,CS,M,1615,576.0,5.0,0.005053140121432514,0.5436349010483889,0.011375977888120907,-2.2818437995653054,2.2512690356379697,-2.825478700613694,-50.07691247758857,-22.85175813980313
20180416-0011,11,TU20180416-01,10.0,18.0,45,26.0,CS,M,1615,576.0,5.0,0.005148034698684322,0.5403929365006859,0.010648911861769967,-2.251708378808252,2.068539255279592,-2.7921013153089382,-49.79236478363638,-23.45237608242592
20180416-0011,11,TU20180416-01,10.0,18.0,45,26.0,CS,M,1615,576.0,5.0,0.005148057806567848,0.5398208809006597,0.010643197339069668,-2.2521666116645545,2.0674199356291543,-2.791987492565214,-49.67652635614911,-23.432341357660015
20180416-0012,12,TU20180416-01,10.0,15.0,45,26.0,CS,M,1615,576.0,5.0,0.005024299504047482,0.5408932866545075,0.010421769493873023,-2.2512770375242916,2.074273137076609,-2.792170324178799,-49.569227510562655,-23.608854809900492
20180416-0012,12,TU20180416-01,10.0,15.0,45,26.0,CS,M,1615,576.0,5.0,0.005023180280404538,0.5404624330136414,0.0104177790468669,-2.2516482479511333,2.073940903038406,-2.792110680964775,-49.632862615635574,-23.5983491888115
20180416-0013,13,TU20180416-01,10.0,12.0,45,26.0,CS,M,1615,576.0,5.0,0.004964987154429009,0.5382593864858071,0.010301651982686663,-2.2490226000197437,2.074859745306106,-2.787281986505551,-49.390472758547475,-23.665946988150772
20180416-0013,13,TU20180416-01,10.0,12.0,45,26.0,CS,M,1615,576.0,5.0,0.004965166715253252,0.5383507144934332,0.010303602629818024,-2.2490278060490567,2.0751775762462956,-2.78737852054249,-49.668508720356655,-23.670923763317553
20180416-0014,14,TU20180416-01,10.0,9.0,45,26.0,CS,M,1615,576.0,5.0,0.004956348792111501,0.5396562476558966,0.010552708516364183,-2.254667216233781,2.129129518317964,-2.7943234638896777,-49.533827718104845,-23.391181477778574
20180416-0014,14,TU20180416-01,10.0,9.0,45,26.0,CS,M,1615,576.0,5.0,0.004955792385574993,0.539552876194262,0.010548177465647204,-2.254821767263851,2.12845427026971,-2.794374643458113,-49.49558456510948,-23.391547695962508
20180416-0015,15,TU20180416-01,10.0,6.0,45,26.0,CS,M,1615,576.0,5.0,0.005008759302381834,0.5432276871861629,0.011215157014390686,-2.2809375754994954,2.2391087966749574,-2.8241652626856584,-49.95366949999732,-22.875346004506362
20180416-0015,15,TU20180416-01,10.0,6.0,45,26.0,CS,M,1615,576.0,5.0,0.005009114939834898,0.5429312003966283,0.011217096440015067,-2.281170717631422,2.239337003591454,-2.8241019180280507,-49.99075062283254,-22.883117598932678
20180416-0016,16,TU20180416-01,50.0,18.0,45,21.2,CS,M,1615,576.0,5.0,0.005162694748843087,0.5418578499748075,0.010633706180152136,-2.2482877572300373,2.059720106933506,-2.790145607204845,-49.553656830768105,-23.294304884168888
20180416-0016,16,TU20180416-01,50.0,18.0,45,21.2,CS,M,1615,576.0,5.0,0.005162067218403318,0.5416350844289124,0.010630215604424635,-2.2485763315864453,2.059294301036373,-2.790211416015358,-49.63910254812119,-23.282015782099027
20180416-0017,17,TU20180416-01,50.0,15.0,45,21.2,CS,M,1615,576.0,5.0,0.005022826525046168,0.5410919526506255,0.01031537996818653,-2.2470317210642663,2.0537002257094104,-2.7881236737148916,-49.88945684660938,-23.33407801957433
20180416-0017,17,TU20180416-01,50.0,15.0,45,21.2,CS,M,1615,576.0,5.0,0.005023330341897855,0.5409902169606354,0.01031486564211618,-2.247478104268609,2.0533918615870164,-2.7884683212292445,-49.74470021034232,-23.331043661947373
20180416-0018,18,TU20180416-01,50.0,12.0,45,21.2,CS,M,1615,576.0,5.0,0.004955705421726429,0.5386783945730256,0.010220447554050164,-2.2469946163980445,2.0623597821699513,-2.78567301097107,-49.5605062483014,-23.510500068188144
20180416-0018,18,TU20180416-01,50.0,12.0,45,21.2,CS,M,1615,576.0,5.0,0.004956680186934124,0.5384503068312669,0.010223457508129117,-2.247295531873771,2.062561456976443,-2.785745838705038,-49.67502131867454,-23.508526891981735
20180416-0019,19,TU20180416-01,50.0,9.0,45,21.2,CS,M,1615,576.0,5.0,0.004942651622122138,0.5393322482009363,0.010519746959355652,-2.2556268741780667,2.128361002072603,-2.794959122379003,-49.55362625995348,-23.44857188571606
20180416-0019,19,TU20180416-01,50.0,9.0,45,21.2,CS,M,1615,576.0,5.0,0.004942678758377553,0.5392668641525107,0.010517499308002939,-2.255780129021098,2.12789457339836,-2.7950469931736084,-49.54595273768453,-23.440899740340306
20180416-0020,20,TU20180416-01,50.0,6.0,45,21.2,CS,M,1615,576.0,5.0,0.004997002277400073,0.542435825198462,0.01113992267833945,-2.279837399793869,2.229321112924432,-2.822273224992331,-49.860331326543196,-22.860003161522933
20180416-0020,20,TU20180416-01,50.0,6.0,45,21.2,CS,M,1615,576.0,5.0,0.004994959525575487,0.5421546219458928,0.011133864085788356,-2.2801547556539044,2.229019880697749,-2.822309377599797,-49.96548233568814,-22.851860929893803
20180416-0021,21,TU20180416-01,125.0,18.0,45,24.5,CS,M,1615,576.0,5.0,0.005145143869978219,0.5381382824797002,0.010642370221235388,-2.254399187229184,2.0684300556362167,-2.7925374697088845,-49.660203271775664,-23.390747237258466
20180416-0021,21,TU20180416-01,125.0,18.0,45,24.5,CS,M,1615,576.0,5.0,0.005144794859835079,0.538070114708637,0.010640828800092476,-2.254574753758264,2.068270764917064,-2.7926448684669007,-49.75715135534527,-23.39008427331234
20180416-0022,22,TU20180416-01,125.0,15.0,45,24.5,CS,M,1615,576.0,5.0,0.005015173966929792,0.5383501263246626,0.010372675772357766,-2.2538147705253775,2.068258417505654,-2.79216489685004,-49.951762543386444,-23.4467371863188
20180416-0022,22,TU20180416-01,125.0,15.0,45,24.5,CS,M,1615,576.0,5.0,0.0050149478187154015,0.5382465819297912,0.01036906664927634,-2.2536610382966837,2.06763201215769,-2.791907620226475,-49.744463170160564,-23.459105083416535
20180416-0023,23,TU20180416-01,125.0,12.0,45,24.5,CS,M,1615,576.0,5.0,0.004960029064389247,0.5361970448416575,0.010293064604429823,-2.253171113786917,2.0752024778099276,-2.7893681586285743,-49.78874218731288,-23.61832583078752
20180416-0023,23,TU20180416-01,125.0,12.0,45,24.5,CS,M,1615,576.0,5.0,0.004959842213837026,0.5360658971577831,0.01029338230457253,-2.2532416575511,2.0753447107361462,-2.789307554708883,-49.74191118942069,-23.61974546362564
20180416-0024,24,TU20180416-01,125.0,9.0,45,24.5,CS,M,1615,576.0,5.0,0.004951652967462825,0.5371089491197483,0.010528773816114435,-2.258299594479246,2.1263149670016697,-2.795408543598994,-49.68076867325509,-23.502197185819263
20180416-0024,24,TU20180416-01,125.0,9.0,45,24.5,CS,M,1615,576.0,5.0,0.004951244415772844,0.5371859221940632,0.010525425407407075,-2.2583140884571535,2.1258141435872044,-2.795500010651217,-49.56677494550449,-23.504081716404784
20180416-0025,25,TU20180416-01,125.0,6.0,45,24.5,CS,M,1615,576.0,5.0,0.005006351300177556,0.5397101971217515,0.011136652655464235,-2.28178448785806,2.224504831506583,-2.8214946849798115,-50.16822313610067,-22.901654398609843
20180416-0025,25,TU20180416-01,125.0,6.0,45,24.5,CS,M,1615,576.0,5.0,0.0050054704519903875,0.5396112398156242,0.011131694104613407,-2.281902119555584,2.2239056670860924,-2.8215133593712083,-50.06476367772606,-22.905472415969843
20180416-0026,26,TU20180416-01,225.0,18.0,45,24.5,CS,M,1615,576.0,5.0,0.0051402159026320395,0.5389911243513216,0.010636951884941402,-2.254767588538211,2.0693589698235764,-2.7937587128895327,-49.92002709225857,-23.384311157018892
20180416-0026,26,TU20180416-01,225.0,18.0,45,24.5,CS,M,1615,576.0,5.0,0.00514048647697093,0.538969470391971,0.010635931386366218,-2.2548410911887475,2.0690515253788817,-2.7938105615807185,-49.8810521414606,-23.37200952890686
